Timestamp,MotorData.ActCurrent,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,MotorData.SetAcceleration,MotorData.SetCurrent,MotorData.SetForce,MotorData.SetSpeed,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal,NVL_Recv_Storage.GL_X_TimeSlideIn,NVL_Recv_Storage.GL_X_TimeSlideOut
1500914355980,368,0,0,83,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356026,373,0,0,86,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356072,373,0,0,86,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356118,395,0,0,83,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356164,378,0,0,84,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356212,395,0,0,85,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356258,391,0,0,84,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356308,391,0,0,84,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356355,370,0,0,80,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356400,380,0,0,84,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356446,387,0,0,85,0,0,0,1,84,384,84,0,0,1,1,0,1,1,0,0,0,10000,200
1500914356497,393,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,1,1,0,0,0,10000,200
1500914356541,393,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,1,1,0,0,0,10000,200
1500914356587,393,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,1,1,0,0,0,10000,200
1500914356636,395,0,0,86,0,0,0,1,84,384,84,0,0,1,0,0,1,1,0,0,0,10000,200
1500914356682,391,0,0,84,0,0,0,1,84,384,84,0,0,1,0,0,1,1,0,0,0,10000,200
1500914356728,389,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914356775,389,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914356821,389,0,0,85,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914356870,380,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914356916,387,0,0,83,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914356963,403,0,0,87,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914357008,403,0,0,87,0,0,0,1,84,384,84,0,0,1,0,0,0,1,0,0,0,10000,200
1500914357057,-687,-59131,-3016,-184,0,0,0,1,-202,-71,-157,-2001,0,1,0,1,0,1,0,0,0,240,200
1500914357103,-687,-59131,-3016,-184,0,0,0,1,-202,-71,-157,-2001,0,1,0,1,0,1,0,0,0,240,200
1500914357152,-837,-94337,-1015,-153,0,0,0,0,65306,-1132,-113,-82041,0,1,0,1,0,1,0,0,0,240,200
1500914357197,-857,-76560,0,-180,0,0,0,0,65397,-406,-70,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357244,-801,-88160,0,-180,0,0,0,0,65375,-253,-85,-82041,0,1,0,1,0,1,0,0,0,240,200
1500914357292,-801,-88160,0,-180,0,0,0,0,65375,-253,-85,-82041,0,1,0,1,0,1,0,0,0,240,200
1500914357337,-778,-83346,0,-57,0,0,0,0,65523,-504,-103,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357386,-409,-68614,0,-161,0,0,0,0,65358,-1132,-197,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357431,-833,-87319,-1015,-108,0,0,0,0,-24,-263,-33,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357684,-553,-71978,0,-150,0,0,0,0,65439,69,-183,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357728,-553,-71978,0,-150,0,0,0,0,65439,69,-183,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357777,-790,-88073,0,-118,0,0,0,0,65515,-647,-144,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357827,-429,-85028,0,-118,0,0,0,0,65318,-213,-205,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914357868,-582,-79518,0,-26,0,0,0,0,65426,-597,-16,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357919,-582,-79518,0,-26,0,0,0,0,65426,-597,-16,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914357963,-412,-82244,-1015,-122,0,0,0,0,-44,-258,2,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358013,-613,-90480,0,-88,0,0,0,0,65382,-204,-14,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358058,-572,-80214,0,-120,0,0,0,0,65477,-458,16,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358105,-572,-80214,0,-120,0,0,0,0,65477,-458,16,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358150,-530,-68092,-1015,-24,0,0,0,0,-66,-916,-104,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358202,-262,-86246,1015,-75,0,0,0,0,65314,42,-136,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358244,-262,-86246,1015,-75,0,0,0,0,65314,42,-136,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358291,-216,-74588,1015,-107,0,0,0,0,65462,-224,30,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358337,-310,-93844,0,-102,0,0,0,0,20,-620,-17,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358389,-310,-93844,0,-102,0,0,0,0,20,-620,-17,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358431,-382,-79605,0,-91,0,0,0,0,65478,-640,56,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358479,-359,-90016,0,-95,0,0,0,0,24,-741,-98,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358527,-77,-70296,0,-76,0,0,0,0,65521,-191,-34,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358575,-361,-62669,-1015,-97,0,0,0,0,-143,-252,-93,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358621,-63,-90509,-1015,-96,0,0,0,0,-218,-512,-71,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358667,-63,-90509,-1015,-96,0,0,0,0,-218,-512,-71,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358713,-63,-90509,-1015,-96,0,0,0,0,-218,-512,-71,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358766,-96,-70963,0,-82,0,0,0,0,65492,-287,-197,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914358807,-567,-60436,0,-97,0,0,0,0,65344,100,-71,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358855,-428,-68991,0,-23,0,0,0,0,65435,-122,-54,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358902,-150,-84680,-1015,-50,0,0,0,0,-225,-508,-57,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358951,-150,-84680,-1015,-50,0,0,0,0,-225,-508,-57,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914358996,-798,-85956,0,-98,0,0,0,0,65519,-213,-154,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359040,-531,-71079,0,-127,0,0,0,0,78,-727,-91,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359089,-359,-75284,0,-28,0,0,0,0,65466,-375,-40,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359139,-313,-66700,0,-112,0,0,0,0,65377,-624,-36,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359184,-313,-66700,0,-112,0,0,0,0,65377,-624,-36,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359229,-313,-66700,0,-112,0,0,0,0,65377,-624,-36,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359278,-576,-83404,0,-89,0,0,0,0,65442,-562,-75,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359321,-611,-81374,1015,-137,0,0,0,0,65507,-292,-186,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359372,-619,-73428,0,-122,0,0,0,0,65454,-249,-115,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359415,-331,-89871,0,-45,0,0,0,0,65368,105,-92,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359464,-331,-89871,0,-45,0,0,0,0,65368,105,-92,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359514,-839,-76212,1015,-123,0,0,0,0,65467,-583,-169,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359557,-279,-93931,0,-180,0,0,0,0,16,-452,-51,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359605,-476,-94888,0,-121,0,0,0,0,65462,-660,-3,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359650,-304,-96628,0,-133,0,0,0,0,23,-841,7,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359702,-304,-96628,0,-133,0,0,0,0,23,-841,7,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359746,-67,-69948,0,-83,0,0,0,0,35,-341,-136,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359791,-67,-69948,0,-83,0,0,0,0,35,-341,-136,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359838,-467,-81258,-1015,-102,0,0,0,0,-135,-45,-151,-81026,0,1,0,1,0,1,0,0,0,240,200
1500914359888,-314,-67483,0,-86,0,0,0,0,65411,256,-133,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359931,-629,-67483,0,-106,0,0,0,0,65455,-265,-189,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914359978,-629,-67483,0,-106,0,0,0,0,65455,-265,-189,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914360028,-885,-66903,0,-80,0,0,0,0,65441,-627,-164,-80011,0,1,0,1,0,1,0,0,0,240,200
1500914360076,-685,-93119,-1015,-158,0,0,0,0,-65535,-379,-76,-80011,0,1,0,1,0,1,0,0,0,240,200
